Review_ID,Restaurant_ID,User_ID,Rating,Review_Text
REV01293,R0013,U00789,3,Worth every penny.
REV01294,R0166,U00696,3,Just another place.
REV01295,R0054,U00704,3,Average experience.
REV01296,R0120,U00645,4,Fresh and hot.
REV01297,R0133,U00310,4,The taste was authentic.
REV01298,R0101,U00844,2,Too salty.
REV01299,R0138,U00262,4,Best in town.
REV01300,R0119,U00979,4,Generous portions.
REV01301,R0047,U00975,3,Will definitely order again.
REV01302,R0065,U00672,5,Will definitely order again.
REV01303,R0075,U00608,5,Worth every penny.
REV01304,R0078,U00393,4,Will definitely order again.
REV01305,R0007,U00995,3,Might try again.
REV01306,R0077,U00806,5,Generous portions. Five stars!
REV01307,R0126,U00714,4,Amazing food! I especially liked the dessert.
REV01308,R0172,U00329,5,Highly recommended!
REV01309,R0137,U00041,5,"Great service, very fast."
REV01310,R0045,U00561,2,Stale ingredients.
REV01311,R0059,U00458,4,Best in town. The main course was perfectly cooked.
REV01312,R0020,U00983,4,Loved the ambiance.
REV01313,R0172,U00992,5,Loved the ambiance.
REV01314,R0135,U00702,4,Amazing food!
REV01315,R0086,U00319,4,"Great service, very fast."
REV01316,R0139,U00324,4,Loved the ambiance. The main course was perfectly cooked.
REV01317,R0189,U00809,4,The taste was authentic. I especially liked the dessert.
REV01318,R0017,U00638,3,Terrible taste.
REV01319,R0140,U00468,3,Too salty.
REV01320,R0059,U00725,4,The taste was authentic.
REV01321,R0089,U00111,5,Highly recommended!
REV01322,R0188,U00423,5,Loved the ambiance.
REV01323,R0094,U00038,5,Will definitely order again.
REV01324,R0130,U00118,4,Will definitely order again.
REV01325,R0074,U00315,3,Average experience.
REV01326,R0023,U00022,4,"Great service, very fast."
REV01327,R0131,U00711,3,Highly recommended!
REV01328,R0196,U00758,4,Will definitely order again. I especially liked the dessert.
REV01329,R0016,U00979,5,Worth every penny.
REV01330,R0066,U00878,3,Just another place.
REV01331,R0158,U00995,3,Worth every penny.
REV01332,R0181,U00897,2,Overpriced.
REV01333,R0017,U00918,1,Bad packaging.
REV01334,R0061,U00764,4,Worth every penny.
REV01335,R0104,U00432,3,Might try again.
REV01336,R0043,U00076,5,Amazing food!
REV01337,R0151,U00549,4,Fresh and hot. I especially liked the dessert.
REV01338,R0054,U00345,5,The taste was authentic.
REV01339,R0115,U00768,5,Will definitely order again.
REV01340,R0188,U00727,4,Generous portions.
REV01341,R0035,U00235,5,Will definitely order again.
REV01342,R0164,U00437,4,Best in town.
REV01343,R0081,U00634,4,The taste was authentic.
REV01344,R0127,U00803,4,"Great service, very fast."
REV01345,R0071,U00639,4,Highly recommended! I especially liked the dessert.
REV01346,R0040,U00095,4,Loved the ambiance.
REV01347,R0041,U00713,4,Best in town.
REV01348,R0154,U00988,2,Delivery was very late.
REV01349,R0015,U00328,5,Best in town.
REV01350,R0070,U00772,5,Generous portions.
REV01351,R0052,U00662,5,The taste was authentic. The main course was perfectly cooked.
REV01352,R0057,U00556,4,Loved the ambiance. I especially liked the dessert.
REV01353,R0089,U00521,4,Highly recommended!
REV01354,R0011,U00027,4,Best in town.
REV01355,R0134,U00625,4,Amazing food!
REV01356,R0002,U00288,4,Loved the ambiance.
REV01357,R0137,U00084,5,"Great service, very fast."
REV01358,R0181,U00853,3,Might try again.
REV01359,R0189,U00744,5,Loved the ambiance.
REV01360,R0157,U00464,5,"Great service, very fast."
REV01361,R0006,U00117,5,"Great service, very fast."
REV01362,R0042,U00117,5,Loved the ambiance.
REV01363,R0090,U00874,4,Highly recommended! Five stars!
REV01364,R0049,U00116,2,Bad packaging.
REV01365,R0067,U00404,3,Average experience.
REV01366,R0156,U00731,3,Fresh and hot.
REV01367,R0126,U00510,4,"Great service, very fast."
REV01368,R0015,U00962,4,Worth every penny.
REV01369,R0088,U00812,3,"Great service, very fast."
REV01370,R0167,U00159,3,Might try again.
REV01371,R0099,U00961,3,It was okay.
REV01372,R0186,U00775,4,The taste was authentic. Five stars!
REV01373,R0066,U00999,4,Worth every penny. I especially liked the dessert.
REV01374,R0124,U00728,2,Food was cold.
REV01375,R0132,U00831,3,Nothing special.
REV01376,R0182,U00678,3,Terrible taste.
REV01377,R0197,U00370,4,Best in town.
REV01378,R0187,U00614,4,Highly recommended! Five stars!
REV01379,R0066,U00649,3,"Met expectations, mostly."
REV01380,R0054,U00988,5,Will definitely order again. Five stars!
REV01381,R0110,U00380,3,Decent food for the price.
REV01382,R0073,U00098,4,Amazing food! Five stars!
REV01383,R0048,U00916,3,Bad packaging.
REV01384,R0148,U00902,4,Best in town.
REV01385,R0052,U00629,4,Amazing food!
REV01386,R0083,U00033,3,Overpriced.
REV01387,R0084,U00199,5,Will definitely order again.
REV01388,R0040,U00822,2,Bad packaging.
REV01389,R0064,U00122,3,Amazing food!
REV01390,R0037,U00913,3,Generous portions.
REV01391,R0170,U00558,5,Fresh and hot. The main course was perfectly cooked.
REV01392,R0105,U00443,2,Food was cold.
REV01393,R0097,U00069,4,Generous portions. The main course was perfectly cooked.
REV01394,R0001,U00669,5,Will definitely order again. The main course was perfectly cooked.
REV01395,R0008,U00533,4,The taste was authentic. The main course was perfectly cooked.
REV01396,R0075,U00360,5,Will definitely order again. The main course was perfectly cooked.
REV01397,R0050,U00674,5,Best in town. Five stars!
REV01398,R0191,U00651,2,Food was cold.
REV01399,R0041,U00412,5,Amazing food! The main course was perfectly cooked.
REV01400,R0115,U00197,4,Amazing food! The main course was perfectly cooked.
REV01401,R0001,U00229,4,"Great service, very fast."
REV01402,R0168,U00684,3,Nothing special.
REV01403,R0059,U00904,5,The taste was authentic.
REV01404,R0192,U00114,3,Loved the ambiance.
REV01405,R0104,U00454,3,Stale ingredients.
REV01406,R0065,U00313,2,Delivery was very late.
REV01407,R0113,U00488,5,Generous portions.
REV01408,R0175,U00188,5,Will definitely order again.
REV01409,R0033,U00484,3,"Met expectations, mostly."
REV01410,R0191,U00598,3,"Met expectations, mostly."
REV01411,R0060,U00317,4,Fresh and hot. The main course was perfectly cooked.
REV01412,R0188,U00450,3,Decent food for the price.
REV01413,R0086,U00443,4,"Great service, very fast."
REV01414,R0054,U00006,5,Highly recommended! Five stars!
REV01415,R0055,U00331,3,Nothing special.
REV01416,R0085,U00709,5,Highly recommended!
REV01417,R0153,U00520,5,Fresh and hot.
REV01418,R0125,U00835,4,Best in town.
REV01419,R0008,U00261,3,Rude staff.
REV01420,R0045,U00858,5,Will definitely order again.
REV01421,R0044,U00853,3,Hit or miss.
REV01422,R0126,U00654,2,Bad packaging.
REV01423,R0005,U00819,4,Worth every penny.
REV01424,R0089,U00908,3,Just another place.
REV01425,R0019,U00415,3,Hit or miss.
REV01426,R0082,U00164,5,Generous portions.
REV01427,R0110,U00285,4,Best in town.
REV01428,R0071,U00814,4,Generous portions.
REV01429,R0100,U00601,5,The taste was authentic.
REV01430,R0043,U00355,4,Best in town.
REV01431,R0053,U00451,4,Will definitely order again.
REV01432,R0122,U00162,5,Fresh and hot. The main course was perfectly cooked.
REV01433,R0076,U00740,5,"Great service, very fast."
REV01434,R0082,U00172,5,Loved the ambiance.
REV01435,R0043,U00253,3,Stale ingredients.
REV01436,R0075,U00279,3,Standard quality.
REV01437,R0195,U00310,3,Too salty.
REV01438,R0041,U00637,4,Amazing food! I especially liked the dessert.
REV01439,R0061,U00615,4,Will definitely order again. I especially liked the dessert.
REV01440,R0175,U00037,4,Loved the ambiance.
REV01441,R0187,U00517,3,It was okay.
REV01442,R0007,U00905,1,Overpriced.
REV01443,R0050,U00637,5,Worth every penny.
REV01444,R0029,U00031,5,The taste was authentic.
REV01445,R0179,U00513,5,Highly recommended!
REV01446,R0166,U00628,4,Worth every penny.
REV01447,R0189,U00976,5,Fresh and hot.
REV01448,R0056,U00561,3,It was okay.
REV01449,R0195,U00927,3,Food was cold.
REV01450,R0089,U00044,5,Loved the ambiance.
REV01451,R0182,U00003,4,Generous portions.
REV01452,R0038,U00485,4,Fresh and hot.
REV01453,R0123,U00800,3,Highly recommended!
REV01454,R0051,U00864,3,A bit plain.
REV01455,R0062,U00312,4,Generous portions. I especially liked the dessert.
REV01456,R0088,U00316,5,Amazing food!
REV01457,R0019,U00520,4,Generous portions.
REV01458,R0095,U00132,2,Rude staff.
REV01459,R0091,U00998,4,Worth every penny.
REV01460,R0099,U00656,4,Amazing food!
REV01461,R0195,U00909,2,Too salty.
REV01462,R0175,U00875,3,Might try again.
REV01463,R0181,U00504,3,Best in town.
REV01464,R0195,U00520,3,It was okay.
REV01465,R0118,U00475,5,Best in town.
REV01466,R0131,U00503,4,Best in town.
REV01467,R0146,U00017,4,Amazing food! The main course was perfectly cooked.
REV01468,R0028,U00482,5,Will definitely order again. Five stars!
REV01469,R0018,U00668,5,"Great service, very fast. Five stars!"
REV01470,R0138,U00578,5,Amazing food!
REV01471,R0134,U00687,4,Best in town.
REV01472,R0044,U00709,3,Loved the ambiance.
REV01473,R0145,U00174,5,"Great service, very fast."
REV01474,R0147,U00488,3,Fresh and hot.
REV01475,R0098,U00134,3,Overpriced.
REV01476,R0077,U00023,2,Not enough quantity.
REV01477,R0167,U00637,5,Highly recommended!
REV01478,R0019,U00945,3,Just another place.
REV01479,R0196,U00038,5,Best in town. I especially liked the dessert.
REV01480,R0062,U00428,3,Rude staff.
REV01481,R0139,U00249,5,Highly recommended!
REV01482,R0006,U00950,4,Amazing food!
REV01483,R0035,U00760,3,A bit plain.
REV01484,R0115,U00552,5,Best in town.
REV01485,R0080,U00404,4,The taste was authentic. I especially liked the dessert.
REV01486,R0195,U00651,4,Best in town.
REV01487,R0085,U00430,5,"Great service, very fast."
REV01488,R0068,U00526,5,Will definitely order again.
REV01489,R0024,U00699,3,Just another place.
REV01490,R0112,U00112,3,Food was cold.
REV01491,R0167,U00278,4,Will definitely order again.
REV01492,R0093,U00188,2,Delivery was very late.
REV01493,R0038,U00242,4,Will definitely order again. The main course was perfectly cooked.
REV01494,R0086,U00186,4,Will definitely order again.
REV01495,R0188,U00569,4,Highly recommended!
REV01496,R0034,U00244,5,"Great service, very fast. I especially liked the dessert."
REV01497,R0195,U00969,3,Nothing special.
REV01498,R0083,U00931,4,The taste was authentic.
REV01499,R0014,U00362,3,Hit or miss.
REV01500,R0107,U00779,4,"Great service, very fast."
REV01501,R0019,U00273,3,A bit plain.
REV01502,R0110,U00023,2,Not enough quantity.
REV01503,R0057,U00818,4,"Great service, very fast."
REV01504,R0147,U00089,4,Will definitely order again.
REV01505,R0037,U00638,3,Overpriced.
REV01506,R0074,U00636,2,Rude staff.
REV01507,R0021,U00994,3,Food was cold.
REV01508,R0136,U00392,2,Terrible taste.
REV01509,R0171,U00979,4,Loved the ambiance. The main course was perfectly cooked.
REV01510,R0118,U00801,3,Too salty.
REV01511,R0115,U00078,5,Will definitely order again.
REV01512,R0162,U00015,2,Too salty.
REV01513,R0060,U00117,2,Stale ingredients.
REV01514,R0085,U00676,4,Worth every penny. The main course was perfectly cooked.
REV01515,R0097,U00165,2,Rude staff.
REV01516,R0187,U00755,4,Amazing food!
REV01517,R0017,U00136,2,Food was cold.
REV01518,R0027,U00409,4,Will definitely order again. The main course was perfectly cooked.
REV01519,R0096,U00100,4,Worth every penny.
REV01520,R0114,U00655,5,Amazing food!
REV01521,R0038,U00159,3,Amazing food!
REV01522,R0193,U00484,1,Not enough quantity.
REV01523,R0188,U00566,4,Best in town.
REV01524,R0058,U00083,5,Worth every penny.
REV01525,R0010,U00478,4,Generous portions.
REV01526,R0064,U00518,4,Worth every penny. The main course was perfectly cooked.
REV01527,R0051,U00092,2,Rude staff.
REV01528,R0135,U00457,2,Bad packaging.
REV01529,R0093,U00065,3,Will definitely order again.
REV01530,R0131,U00874,2,Not worth the hype.
REV01531,R0073,U00652,4,Best in town.
REV01532,R0153,U00367,4,Will definitely order again. I especially liked the dessert.
REV01533,R0088,U00940,4,Generous portions. I especially liked the dessert.
REV01534,R0038,U00008,2,Stale ingredients.
REV01535,R0110,U00865,3,Terrible taste.
REV01536,R0015,U00177,3,Decent food for the price.
REV01537,R0200,U00403,3,Hit or miss.
REV01538,R0023,U00279,5,The taste was authentic. Five stars!
REV01539,R0159,U00524,5,Highly recommended! I especially liked the dessert.
REV01540,R0026,U00523,5,Highly recommended!
REV01541,R0192,U00990,4,The taste was authentic.
REV01542,R0077,U00294,4,Will definitely order again. The main course was perfectly cooked.
REV01543,R0179,U00893,5,Will definitely order again.
REV01544,R0162,U00177,5,Generous portions.
REV01545,R0193,U00206,3,Standard quality.
REV01546,R0165,U00337,4,The taste was authentic.
REV01547,R0124,U00447,3,Amazing food!
REV01548,R0001,U00134,5,Fresh and hot. I especially liked the dessert.
REV01549,R0027,U00016,4,"Great service, very fast."
REV01550,R0123,U00402,1,Overpriced.
REV01551,R0042,U00911,3,Loved the ambiance.
REV01552,R0028,U00177,4,Will definitely order again.
REV01553,R0161,U00358,5,Highly recommended!
REV01554,R0031,U00514,4,Highly recommended!
REV01555,R0042,U00415,5,Best in town.
REV01556,R0113,U00559,4,Worth every penny.
REV01557,R0176,U00603,1,Bad packaging.
REV01558,R0008,U00158,3,Fresh and hot.
REV01559,R0179,U00389,4,Loved the ambiance. The main course was perfectly cooked.
REV01560,R0190,U00071,4,Generous portions.
REV01561,R0109,U00573,2,Bad packaging.
REV01562,R0154,U00369,3,Average experience.
REV01563,R0026,U00055,5,Generous portions.
REV01564,R0015,U00188,3,Average experience.
REV01565,R0004,U00604,4,Amazing food!
REV01566,R0126,U00040,1,Rude staff.
REV01567,R0043,U00389,4,"Great service, very fast."
REV01568,R0036,U00076,3,Might try again.
REV01569,R0020,U00319,4,Loved the ambiance.
REV01570,R0085,U00291,3,Nothing special.
REV01571,R0001,U00496,4,Best in town.
REV01572,R0087,U00071,4,Highly recommended! Five stars!
REV01573,R0087,U00826,4,Fresh and hot.
REV01574,R0117,U00444,4,Best in town. Five stars!
REV01575,R0095,U00560,2,Not enough quantity.
REV01576,R0100,U00415,4,Worth every penny. The main course was perfectly cooked.
REV01577,R0068,U00734,4,Worth every penny.
REV01578,R0123,U00527,3,Will definitely order again.
REV01579,R0048,U00325,5,Highly recommended! The main course was perfectly cooked.
REV01580,R0031,U00697,4,"Great service, very fast."
REV01581,R0052,U00296,3,Hit or miss.
REV01582,R0057,U00826,4,Worth every penny.
REV01583,R0002,U00368,5,Best in town.
REV01584,R0021,U00776,4,The taste was authentic.
REV01585,R0164,U00198,2,Rude staff.
REV01586,R0080,U00311,4,Will definitely order again.
REV01587,R0101,U00611,5,Generous portions.
REV01588,R0054,U00522,5,Best in town. The main course was perfectly cooked.
REV01589,R0008,U00980,3,Nothing special.
REV01590,R0036,U00773,3,Decent food for the price.
REV01591,R0183,U00961,4,Generous portions.
REV01592,R0087,U00875,4,"Great service, very fast. Five stars!"
REV01593,R0179,U00680,5,Highly recommended!
REV01594,R0185,U00409,4,"Great service, very fast."
REV01595,R0051,U00746,4,Fresh and hot. I especially liked the dessert.
REV01596,R0024,U00134,4,Loved the ambiance.
REV01597,R0151,U00309,5,Highly recommended! I especially liked the dessert.
REV01598,R0026,U00298,4,Highly recommended! The main course was perfectly cooked.
REV01599,R0153,U00809,3,Decent food for the price.
REV01600,R0059,U00330,3,Generous portions.
REV01601,R0037,U00744,4,Highly recommended!
REV01602,R0107,U00816,4,Amazing food!
REV01603,R0123,U00324,3,Will definitely order again.
REV01604,R0033,U00065,3,Standard quality.
REV01605,R0026,U00998,3,"Met expectations, mostly."
REV01606,R0198,U00929,4,Amazing food! I especially liked the dessert.
REV01607,R0103,U00563,3,Decent food for the price.
REV01608,R0135,U00125,5,The taste was authentic. The main course was perfectly cooked.
REV01609,R0130,U00123,4,Will definitely order again. The main course was perfectly cooked.
REV01610,R0060,U00917,3,Overpriced.
REV01611,R0033,U00189,2,Terrible taste.
REV01612,R0135,U00877,5,Highly recommended! The main course was perfectly cooked.
REV01613,R0142,U00336,2,Terrible taste.
REV01614,R0186,U00310,5,Amazing food!
REV01615,R0063,U00106,4,Worth every penny. The main course was perfectly cooked.
REV01616,R0184,U00692,4,Worth every penny. Five stars!
REV01617,R0167,U00563,3,Food was cold.
REV01618,R0097,U00660,5,"Great service, very fast. I especially liked the dessert."
REV01619,R0086,U00859,4,Will definitely order again. I especially liked the dessert.
REV01620,R0154,U00575,4,"Great service, very fast."
REV01621,R0076,U00113,4,Best in town.
REV01622,R0126,U00303,3,Nothing special.
REV01623,R0061,U00615,4,Loved the ambiance. Five stars!
REV01624,R0151,U00761,4,Highly recommended!
REV01625,R0181,U00418,2,Rude staff.
REV01626,R0194,U00211,5,Fresh and hot. I especially liked the dessert.
REV01627,R0107,U00547,3,"Met expectations, mostly."
REV01628,R0021,U00851,2,Stale ingredients.
REV01629,R0052,U00607,4,"Great service, very fast."
REV01630,R0137,U00336,5,Will definitely order again. I especially liked the dessert.
REV01631,R0005,U00984,3,Fresh and hot.
REV01632,R0175,U00252,4,Highly recommended!
REV01633,R0178,U00490,3,A bit plain.
REV01634,R0173,U00149,4,Best in town.
REV01635,R0119,U00116,3,Terrible taste.
REV01636,R0049,U00999,4,Best in town.
REV01637,R0055,U00210,3,Average experience.
REV01638,R0187,U00934,3,"Met expectations, mostly."
REV01639,R0127,U00598,2,Food was cold.
REV01640,R0002,U00274,4,Loved the ambiance.
REV01641,R0036,U00195,2,Terrible taste.
REV01642,R0161,U00053,5,Fresh and hot.
REV01643,R0081,U00816,3,Fresh and hot.
REV01644,R0104,U00531,3,Hit or miss.
REV01645,R0175,U00048,5,Loved the ambiance.
REV01646,R0186,U00550,5,Highly recommended! I especially liked the dessert.
REV01647,R0010,U00762,4,"Great service, very fast. I especially liked the dessert."
REV01648,R0048,U00787,4,Loved the ambiance.
REV01649,R0007,U00108,1,Delivery was very late.
REV01650,R0067,U00566,4,Highly recommended!
REV01651,R0041,U00380,4,Loved the ambiance.
REV01652,R0039,U00311,4,Will definitely order again.
REV01653,R0039,U00631,2,Delivery was very late.
REV01654,R0196,U00116,3,Average experience.
REV01655,R0015,U00534,5,Worth every penny.
REV01656,R0141,U00227,5,Generous portions.
REV01657,R0187,U00860,3,Terrible taste.
REV01658,R0053,U00421,2,Overpriced.
REV01659,R0153,U00951,4,Generous portions.
REV01660,R0053,U00550,4,"Great service, very fast."
REV01661,R0162,U00760,4,Will definitely order again.
REV01662,R0158,U00586,2,Overpriced.
REV01663,R0178,U00582,3,Stale ingredients.
REV01664,R0047,U00743,4,The taste was authentic.
REV01665,R0074,U00896,3,Decent food for the price.
REV01666,R0026,U00733,3,Standard quality.
REV01667,R0071,U00166,2,Stale ingredients.
REV01668,R0164,U00887,3,Decent food for the price.
REV01669,R0113,U00775,4,Worth every penny.
REV01670,R0089,U00835,3,Fresh and hot.
REV01671,R0169,U00020,4,Will definitely order again.
REV01672,R0003,U00020,3,Nothing special.
REV01673,R0197,U00288,5,Fresh and hot. Five stars!
REV01674,R0093,U00793,2,Overpriced.
REV01675,R0075,U00650,4,Fresh and hot.
REV01676,R0073,U00745,5,Generous portions. Five stars!
REV01677,R0058,U00851,3,A bit plain.
REV01678,R0134,U00149,5,Fresh and hot.
REV01679,R0087,U00164,5,Generous portions. The main course was perfectly cooked.
REV01680,R0051,U00076,4,Fresh and hot.
REV01681,R0095,U00915,3,A bit plain.
REV01682,R0103,U00646,3,It was okay.
REV01683,R0167,U00049,5,Will definitely order again.
REV01684,R0009,U00280,4,Loved the ambiance. I especially liked the dessert.
REV01685,R0117,U00834,2,Rude staff.
REV01686,R0035,U00416,2,Overpriced.
REV01687,R0065,U00814,2,Not enough quantity.
REV01688,R0026,U00247,4,Loved the ambiance.
REV01689,R0172,U00463,5,Loved the ambiance.
REV01690,R0053,U00278,2,Food was cold.
REV01691,R0150,U00048,5,"Great service, very fast."
REV01692,R0046,U00716,4,Generous portions. Five stars!
REV01693,R0071,U00788,3,Too salty.
REV01694,R0110,U00679,2,Rude staff.
REV01695,R0134,U00334,2,Overpriced.
REV01696,R0102,U00362,5,"Great service, very fast."
REV01697,R0034,U00318,5,"Great service, very fast."
REV01698,R0122,U00358,3,Best in town.
REV01699,R0155,U00940,2,Not worth the hype.
REV01700,R0024,U00178,4,Worth every penny.
REV01701,R0178,U00563,2,Overpriced.
REV01702,R0077,U00010,3,Too salty.
REV01703,R0092,U00133,3,Too salty.
REV01704,R0050,U00516,5,"Great service, very fast."
REV01705,R0122,U00973,2,Terrible taste.
REV01706,R0099,U00216,4,Worth every penny.
REV01707,R0034,U00391,5,Loved the ambiance.
REV01708,R0126,U00137,4,Amazing food!
REV01709,R0142,U00148,5,Will definitely order again.
REV01710,R0187,U00896,5,Loved the ambiance.
REV01711,R0085,U00553,5,The taste was authentic.
REV01712,R0076,U00987,3,Not worth the hype.
REV01713,R0166,U00845,4,Will definitely order again. I especially liked the dessert.
REV01714,R0116,U00336,5,Highly recommended!
REV01715,R0170,U00716,5,Worth every penny.
REV01716,R0172,U00390,5,Best in town.
REV01717,R0099,U00656,3,Overpriced.
REV01718,R0190,U00192,2,Overpriced.
REV01719,R0034,U00525,4,Will definitely order again.
REV01720,R0166,U00698,3,Standard quality.
REV01721,R0118,U00176,3,Hit or miss.
REV01722,R0064,U00754,4,Highly recommended!
REV01723,R0140,U00429,5,Loved the ambiance.
REV01724,R0026,U00051,2,Stale ingredients.
REV01725,R0122,U00258,4,Best in town.
REV01726,R0118,U00960,4,"Great service, very fast."
REV01727,R0147,U00126,5,Loved the ambiance.
REV01728,R0106,U00798,4,"Great service, very fast."
REV01729,R0091,U00609,3,Amazing food!
REV01730,R0129,U00185,5,Loved the ambiance.
REV01731,R0177,U00160,4,The taste was authentic.
REV01732,R0025,U00643,2,Not worth the hype.
REV01733,R0151,U00723,4,Amazing food!
REV01734,R0064,U00705,3,"Great service, very fast."
REV01735,R0181,U00145,4,Loved the ambiance.
REV01736,R0117,U00362,2,Not worth the hype.
REV01737,R0061,U00647,5,Fresh and hot.
REV01738,R0181,U00417,3,Loved the ambiance.
REV01739,R0131,U00196,4,Fresh and hot.
REV01740,R0060,U00569,1,Terrible taste.
REV01741,R0152,U00077,3,Standard quality.
REV01742,R0142,U00975,5,Highly recommended!
REV01743,R0142,U00871,3,Hit or miss.
REV01744,R0141,U00183,4,Will definitely order again.
REV01745,R0174,U00201,3,It was okay.
REV01746,R0085,U00396,4,Fresh and hot. I especially liked the dessert.
REV01747,R0127,U00065,2,Too salty.
REV01748,R0176,U00482,4,Worth every penny. The main course was perfectly cooked.
REV01749,R0031,U00733,4,Best in town.
REV01750,R0031,U00946,3,Amazing food!
REV01751,R0041,U00848,2,Not worth the hype.
REV01752,R0062,U00154,5,Will definitely order again.
REV01753,R0063,U00383,5,Generous portions. The main course was perfectly cooked.
REV01754,R0191,U00222,3,Standard quality.
REV01755,R0079,U00998,2,Rude staff.
REV01756,R0176,U00440,3,Worth every penny.
REV01757,R0032,U00366,4,Amazing food! The main course was perfectly cooked.
REV01758,R0043,U00186,4,Highly recommended!
REV01759,R0027,U00753,5,The taste was authentic.
REV01760,R0034,U00762,4,"Great service, very fast. The main course was perfectly cooked."
REV01761,R0031,U00506,3,Highly recommended!
REV01762,R0177,U00503,3,Decent food for the price.
REV01763,R0173,U00205,3,Too salty.
REV01764,R0142,U00458,4,The taste was authentic.
REV01765,R0099,U00142,4,Generous portions. I especially liked the dessert.
REV01766,R0016,U00150,5,The taste was authentic.
REV01767,R0138,U00835,4,Loved the ambiance.
REV01768,R0062,U00313,5,Will definitely order again.
REV01769,R0029,U00555,4,"Great service, very fast."
REV01770,R0051,U00562,4,"Great service, very fast. Five stars!"
REV01771,R0116,U00293,3,Might try again.
REV01772,R0200,U00022,5,Loved the ambiance.
REV01773,R0041,U00536,4,"Great service, very fast. Five stars!"
REV01774,R0106,U00421,4,Amazing food!
REV01775,R0173,U00508,2,Not enough quantity.
REV01776,R0056,U00181,1,Rude staff.
REV01777,R0079,U00062,5,Generous portions.
REV01778,R0117,U00597,4,Generous portions.
REV01779,R0197,U00232,5,Highly recommended! The main course was perfectly cooked.
REV01780,R0046,U00955,3,Highly recommended!
REV01781,R0195,U00029,5,Fresh and hot.
REV01782,R0133,U00475,3,Bad packaging.
REV01783,R0011,U00171,4,The taste was authentic.
REV01784,R0008,U00430,3,Best in town.
REV01785,R0196,U00674,2,Too salty.
REV01786,R0186,U00193,5,Fresh and hot.
REV01787,R0163,U00496,5,Highly recommended!
REV01788,R0075,U00943,4,Loved the ambiance.
REV01789,R0002,U00174,3,Nothing special.
REV01790,R0004,U00460,3,Worth every penny.
REV01791,R0011,U00511,4,Worth every penny.
REV01792,R0022,U00868,3,Decent food for the price.
REV01793,R0016,U00321,3,Highly recommended!
REV01794,R0151,U00629,4,Best in town.
REV01795,R0108,U00163,5,Loved the ambiance. Five stars!
REV01796,R0111,U00995,5,Generous portions.
REV01797,R0026,U00628,3,Hit or miss.
REV01798,R0145,U00177,4,Will definitely order again. Five stars!
REV01799,R0155,U00277,3,Overpriced.
REV01800,R0177,U00057,5,"Great service, very fast."
REV01801,R0194,U00035,5,Amazing food!
REV01802,R0088,U00809,5,Amazing food! I especially liked the dessert.
REV01803,R0173,U00240,2,Bad packaging.
REV01804,R0134,U00490,5,Generous portions.
REV01805,R0099,U00111,4,Will definitely order again. The main course was perfectly cooked.
REV01806,R0189,U00773,5,Worth every penny.
REV01807,R0194,U00579,3,Average experience.
REV01808,R0100,U00315,3,Just another place.
REV01809,R0103,U00054,3,Worth every penny.
REV01810,R0053,U00871,3,A bit plain.
REV01811,R0052,U00116,5,Loved the ambiance. The main course was perfectly cooked.
REV01812,R0053,U00381,3,Nothing special.
REV01813,R0043,U00678,5,Will definitely order again. Five stars!
REV01814,R0124,U00993,4,"Great service, very fast."
REV01815,R0093,U00741,3,It was okay.
REV01816,R0083,U00763,5,Will definitely order again. Five stars!
REV01817,R0175,U00016,4,Worth every penny.
REV01818,R0133,U00698,5,Best in town.
REV01819,R0073,U00388,1,Bad packaging.
REV01820,R0181,U00649,4,Highly recommended! I especially liked the dessert.
REV01821,R0200,U00189,3,Best in town.
REV01822,R0030,U00415,3,Decent food for the price.
REV01823,R0114,U00756,4,Will definitely order again.
REV01824,R0075,U00147,5,Amazing food!
REV01825,R0066,U00950,3,Generous portions.
REV01826,R0159,U00059,5,Best in town.
REV01827,R0185,U00775,3,Fresh and hot.
REV01828,R0048,U00060,5,Amazing food!
REV01829,R0058,U00988,3,The taste was authentic.
REV01830,R0020,U00102,4,Highly recommended!
REV01831,R0099,U00365,4,Highly recommended!
REV01832,R0049,U00336,4,Will definitely order again.
REV01833,R0049,U00384,4,The taste was authentic.
REV01834,R0064,U00744,4,Worth every penny.
REV01835,R0036,U00850,2,Delivery was very late.
REV01836,R0050,U00183,4,"Great service, very fast."
REV01837,R0050,U00174,4,Highly recommended!
REV01838,R0187,U00904,1,Rude staff.
REV01839,R0143,U00165,5,Highly recommended! Five stars!
REV01840,R0041,U00151,3,Just another place.
REV01841,R0020,U00001,4,Fresh and hot. The main course was perfectly cooked.
REV01842,R0117,U00430,5,Highly recommended!
REV01843,R0039,U00313,3,Highly recommended!
REV01844,R0079,U00691,3,Delivery was very late.
REV01845,R0108,U00846,4,Highly recommended!
REV01846,R0111,U00183,4,Fresh and hot.
REV01847,R0196,U00776,5,Best in town. Five stars!
REV01848,R0085,U00311,4,Amazing food!
REV01849,R0191,U00496,3,The taste was authentic.
REV01850,R0113,U00206,4,"Great service, very fast."
REV01851,R0044,U00529,4,Loved the ambiance. Five stars!
REV01852,R0151,U00237,4,Highly recommended!
REV01853,R0087,U00496,4,Will definitely order again.
REV01854,R0108,U00849,3,Overpriced.
REV01855,R0135,U00707,3,It was okay.
REV01856,R0094,U00394,5,"Great service, very fast."
REV01857,R0038,U00768,3,Might try again.
